source,target,type
extensions/nexus_integration/util/convertGameId.ts,types/IGame.ts,Directed
extensions/nexus_integration/util/convertGameId.ts,util/util.ts,Directed
extensions/nexus_integration/util/convertGameId.ts,extensions/gamemode_management/constants.ts,Directed
extensions/nexus_integration/util/guessModID.ts,util/util.ts,Directed
extensions/nexus_integration/util/guessModID.ts,util/CustomErrors.ts,Directed
extensions/nexus_integration/util/guessModID.ts,extensions/gamemode_management/util/getGame.ts,Directed
extensions/nexus_integration/util/oauth.ts,util/log.ts,Directed
extensions/nexus_integration/util/retrieveCategories.ts,util/log.ts,Directed
extensions/nexus_integration/util/retrieveCategories.ts,shared/errors.ts,Directed
extensions/nexus_integration/util/sso.ts,extensions/nexus_integration/constants.ts,Directed
extensions/nexus_integration/util/tracking.tsx,renderer/controls/TooltipControls.tsx,Directed
extensions/nexus_integration/util/tracking.tsx,types/IExtensionContext.ts,Directed
extensions/nexus_integration/util/tracking.tsx,util/util.ts,Directed
extensions/nexus_integration/types/INexusAPIExtension.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/nexus_integration/reducers/account.ts,extensions/nexus_integration/actions/account.ts,Directed
extensions/nexus_integration/reducers/account.ts,types/IExtensionContext.ts,Directed
extensions/nexus_integration/reducers/persistent.ts,types/IExtensionContext.ts,Directed
extensions/nexus_integration/reducers/session.ts,extensions/nexus_integration/actions/session.ts,Directed
extensions/nexus_integration/reducers/session.ts,util/storeHelper.ts,Directed
extensions/nexus_integration/reducers/session.ts,types/IExtensionContext.ts,Directed
extensions/nexus_integration/reducers/settings.ts,types/IExtensionContext.ts,Directed
extensions/nexus_integration/actions/persistent.ts,actions/safeCreateAction.ts,Directed
extensions/nexus_integration/actions/session.ts,actions/safeCreateAction.ts,Directed
extensions/news_dashlet/BaseDashlet.tsx,renderer/controls/TooltipControls.tsx,Directed
extensions/news_dashlet/BaseDashlet.tsx,renderer/controls/Icon.tsx,Directed
extensions/news_dashlet/BaseDashlet.tsx,renderer/controls/Dashlet.tsx,Directed
extensions/news_dashlet/RSSDashlet.tsx,util/util.ts,Directed
extensions/news_dashlet/RSSDashlet.tsx,extensions/news_dashlet/rss.ts,Directed
extensions/move_activator/index.ts,types/IGame.ts,Directed
extensions/move_activator/index.ts,extensions/mod_management/LinkingDeployment.ts,Directed
extensions/move_activator/index.ts,util/CustomErrors.ts,Directed
extensions/move_activator/index.ts,actions/session.ts,Directed
extensions/mod_spotlights_dashlet/ModSpotlightsDashlet.tsx,renderer/controls/TooltipControls.tsx,Directed
extensions/mod_spotlights_dashlet/index.ts,types/IExtensionContext.ts,Directed
extensions/mod_spotlights_dashlet/index.ts,types/IState.ts,Directed
extensions/mod_spotlights_dashlet/index.ts,extensions/mod_spotlights_dashlet/ModSpotlightsDashlet.tsx,Directed
extensions/mod_spotlights_dashlet/index.ts,util/log.ts,Directed
extensions/mod_management/InstallContext.ts,types/IState.ts,Directed
extensions/mod_management/InstallContext.ts,types/INotification.ts,Directed
extensions/mod_management/InstallContext.ts,actions/session.ts,Directed
extensions/mod_management/InstallContext.ts,extensions/download_management/actions/state.ts,Directed
extensions/mod_management/InstallContext.ts,extensions/mod_management/types/IInstallContext.ts,Directed
extensions/mod_management/InstallManager.ts,types/IDialog.ts,Directed
extensions/mod_management/InstallManager.ts,util/storeHelper.ts,Directed
extensions/mod_management/InstallManager.ts,util/BatchContext.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/gamemode_management/types/IModType.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/category_management/util/retrieveCategoryPath.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/util/cSharpScriptAllowList.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/InstallContext.ts,Directed
extensions/mod_management/InstallManager.ts,util/walk.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/util/metaLookupMatch.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/modIdManager.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/types/IInstallOptions.ts,Directed
extensions/mod_management/InstallManager.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/InstallManager.ts,types/IState.ts,Directed
extensions/mod_management/InstallManager.ts,util/ConcurrencyLimiter.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/NotificationAggregator.ts,Directed
extensions/mod_management/InstallManager.ts,util/fs.ts,Directed
extensions/mod_management/InstallManager.ts,util/i18n.ts,Directed
extensions/mod_management/InstallManager.ts,util/log.ts,Directed
extensions/mod_management/InstallManager.ts,util/message.ts,Directed
extensions/mod_management/InstallManager.ts,util/calculateFolderSize.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/download_management/types/IDownload.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/download_management/util/getDownloadGames.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/gamemode_management/selectors.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/gamemode_management/util/getGame.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/util/modName.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/nexus_integration/util/convertGameId.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/types/IInstallContext.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/types/IModInstaller.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/types/InstallFunc.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/util/filterModInfo.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/util/queryGameId.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/listInstaller.tsx,Directed
extensions/mod_management/InstallManager.ts,extensions/mod_management/stagingDirectory.ts,Directed
extensions/mod_management/InstallManager.ts,extensions/collections_integration/util.ts,Directed
extensions/mod_management/LinkingDeployment.ts,actions/notifications.ts,Directed
extensions/mod_management/LinkingDeployment.ts,util/getNormalizeFunc.ts,Directed
extensions/mod_management/LinkingDeployment.ts,types/IState.ts,Directed
extensions/mod_management/LinkingDeployment.ts,util/log.ts,Directed
extensions/mod_management/LinkingDeployment.ts,extensions/mod_management/util/BlacklistSet.ts,Directed
extensions/mod_management/NotificationAggregator.ts,util/log.ts,Directed
extensions/mod_management/eventHandlers.ts,types/IState.ts,Directed
extensions/mod_management/eventHandlers.ts,types/IDialog.ts,Directed
extensions/mod_management/eventHandlers.ts,util/errorHandling.ts,Directed
extensions/mod_management/eventHandlers.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/eventHandlers.ts,util/fs.ts,Directed
extensions/mod_management/eventHandlers.ts,actions/session.ts,Directed
extensions/mod_management/eventHandlers.ts,util/application.ts,Directed
extensions/mod_management/eventHandlers.ts,extensions/download_management/types/IDownload.ts,Directed
extensions/mod_management/eventHandlers.ts,util/util.ts,Directed
extensions/mod_management/eventHandlers.ts,extensions/gamemode_management/util/modTypeExtensions.ts,Directed
extensions/mod_management/eventHandlers.ts,shared/errors.ts,Directed
extensions/mod_management/eventHandlers.ts,extensions/mod_management/types/IDeploymentManifest.ts,Directed
extensions/mod_management/eventHandlers.ts,util/getNormalizeFunc.ts,Directed
extensions/mod_management/index.ts,types/IGame.ts,Directed
extensions/mod_management/index.ts,types/ITestResult.ts,Directed
extensions/mod_management/index.ts,util/Debouncer.ts,Directed
extensions/mod_management/index.ts,types/IState.ts,Directed
extensions/mod_management/index.ts,util/fs.ts,Directed
extensions/mod_management/index.ts,extensions/mod_management/actions/deployment.ts,Directed
extensions/mod_management/index.ts,extensions/mod_management/types/IInstallOptions.ts,Directed
extensions/mod_management/index.ts,util/storeHelper.ts,Directed
extensions/mod_management/index.ts,extensions/mod_management/util/filterModInfo.ts,Directed
extensions/mod_management/index.ts,types/INotification.ts,Directed
extensions/mod_management/index.ts,extensions/mod_management/util/BlacklistSet.ts,Directed
extensions/mod_management/index.ts,extensions/mod_management/util/allTypesSupported.ts,Directed
extensions/mod_management/index.ts,extensions/mod_management/views/ModList.tsx,Directed
extensions/mod_management/listInstaller.tsx,util/checksum.ts,Directed
extensions/mod_management/listInstaller.tsx,extensions/mod_management/types/InstallFunc.ts,Directed
extensions/mod_management/modActivation.ts,extensions/mod_management/util/BlacklistSet.ts,Directed
extensions/mod_management/modActivation.ts,util/log.ts,Directed
extensions/mod_management/modActivation.ts,extensions/mod_management/modMerging.ts,Directed
extensions/mod_management/modActivation.ts,util/util.ts,Directed
extensions/mod_management/modActivation.ts,util/CustomErrors.ts,Directed
extensions/mod_management/modActivation.ts,util/fs.ts,Directed
extensions/mod_management/modActivation.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/modAttributes.tsx,renderer/controls/ZoomableImage.tsx,Directed
extensions/mod_management/modAttributes.tsx,util/storeHelper.ts,Directed
extensions/mod_management/modAttributes.tsx,renderer/controls/table/DateTimeFilter.tsx,Directed
extensions/mod_management/modAttributes.tsx,util/relativeTime.ts,Directed
extensions/mod_management/modMerging.ts,types/IGame.ts,Directed
extensions/mod_management/selectors.ts,types/IState.ts,Directed
extensions/mod_management/stagingDirectory.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/stagingDirectory.ts,types/IDialog.ts,Directed
extensions/mod_management/stagingDirectory.ts,util/fs.ts,Directed
extensions/mod_management/stagingDirectory.ts,extensions/mod_management/util/getInstallPath.ts,Directed
extensions/mod_management/stagingDirectory.ts,util/util.ts,Directed
extensions/mod_management/stagingDirectory.ts,util/selectors.ts,Directed
extensions/mod_management/stagingDirectory.ts,shared/errors.ts,Directed
extensions/mod_management/views/ActivationButton.tsx,renderer/controls/ToolbarIcon.tsx,Directed
extensions/mod_management/views/ActivationButton.tsx,types/IState.ts,Directed
extensions/mod_management/views/ActivationButton.tsx,actions/notifications.ts,Directed
extensions/mod_management/views/Author.tsx,renderer/controls/TooltipControls.tsx,Directed
extensions/mod_management/views/Author.tsx,extensions/mod_management/actions/mods.ts,Directed
extensions/mod_management/views/CheckModVersionsButton.tsx,extensions/profile_management/types/IProfile.ts,Directed
extensions/mod_management/views/CheckModVersionsButton.tsx,renderer/controls/IconBar.tsx,Directed
extensions/mod_management/views/CheckModVersionsButton.tsx,util/selectors.ts,Directed
extensions/mod_management/views/DeactivationButton.tsx,actions/notifications.ts,Directed
extensions/mod_management/views/DeactivationButton.tsx,renderer/controls/ToolbarIcon.tsx,Directed
extensions/mod_management/views/DeactivationButton.tsx,util/storeHelper.ts,Directed
extensions/mod_management/views/DeactivationButton.tsx,util/CustomErrors.ts,Directed
extensions/mod_management/views/DeactivationButton.tsx,util/message.ts,Directed
extensions/mod_management/views/DeactivationButton.tsx,extensions/mod_management/actions/settings.ts,Directed
extensions/mod_management/views/DuplicatesDialog.tsx,util/api.ts,Directed
extensions/mod_management/views/ExternalChangeDialog.tsx,extensions/mod_management/types/IFileEntry.ts,Directed
extensions/mod_management/views/ExternalChangeDialog.tsx,renderer/controls/TooltipControls.tsx,Directed
extensions/mod_management/views/ExternalChangeDialog.tsx,util/util.ts,Directed
extensions/mod_management/views/ExternalChangeDialog.tsx,renderer/controls/Toggle.tsx,Directed
extensions/mod_management/views/ExternalChangeDialog.tsx,util/getVortexPath.ts,Directed
extensions/mod_management/views/ExternalChangeDialog.tsx,renderer/controls/Modal.tsx,Directed
extensions/mod_management/views/ExternalChangeDialog.tsx,store/reduxLogger.ts,Directed
extensions/mod_management/views/FixDeploymentDialog.tsx,util/log.ts,Directed
extensions/mod_management/views/FixDeploymentDialog.tsx,util/util.ts,Directed
extensions/mod_management/views/FixDeploymentDialog.tsx,extensions/gamemode_management/util/getGame.ts,Directed
extensions/mod_management/views/FixDeploymentDialog.tsx,extensions/mod_management/actions/session.ts,Directed
extensions/mod_management/views/InstallArchiveButton.tsx,util/util.ts,Directed
extensions/mod_management/views/InstallArchiveButton.tsx,renderer/controls/ToolbarIcon.tsx,Directed
extensions/mod_management/views/InstallArchiveButton.tsx,util/fs.ts,Directed
extensions/mod_management/views/InstallArchiveButton.tsx,renderer/controls/IconBar.tsx,Directed
extensions/mod_management/views/InstallArchiveButton.tsx,extensions/nexus_integration/NXMUrl.ts,Directed
extensions/mod_management/views/ModList.tsx,renderer/controls/DropdownButton.tsx,Directed
extensions/mod_management/views/ModList.tsx,actions/notifications.ts,Directed
extensions/mod_management/views/ModList.tsx,extensions/mod_management/actions/settings.ts,Directed
extensions/mod_management/views/ModList.tsx,extensions/mod_management/views/InstallArchiveButton.tsx,Directed
extensions/mod_management/views/ModList.tsx,extensions/mod_management/types/IModSource.ts,Directed
extensions/mod_management/views/Settings.tsx,actions/notifications.ts,Directed
extensions/mod_management/views/Settings.tsx,renderer/controls/EmptyPlaceholder.tsx,Directed
extensions/mod_management/views/Settings.tsx,extensions/mod_management/util/exceptions.ts,Directed
extensions/mod_management/views/VersionChangelogButton.tsx,renderer/controls/TooltipControls.tsx,Directed
extensions/mod_management/views/VersionIconButton.tsx,extensions/mod_management/types/IModProps.ts,Directed
extensions/mod_management/views/Workarounds.tsx,renderer/controls/ComponentEx.ts,Directed
extensions/mod_management/views/Workarounds.tsx,extensions/mod_management/actions/settings.ts,Directed
extensions/mod_management/util/ModHistory.ts,util/log.ts,Directed
extensions/mod_management/util/ModHistory.ts,util/util.ts,Directed
extensions/mod_management/util/ModHistory.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/util/activationStore.ts,actions/notifications.ts,Directed
extensions/mod_management/util/activationStore.ts,shared/errors.ts,Directed
extensions/mod_management/util/activationStore.ts,util/CustomErrors.ts,Directed
extensions/mod_management/util/activationStore.ts,types/IGame.ts,Directed
extensions/mod_management/util/allTypesSupported.ts,util/log.ts,Directed
extensions/mod_management/util/combine.ts,util/CustomErrors.ts,Directed
extensions/mod_management/util/combine.ts,util/storeHelper.ts,Directed
extensions/mod_management/util/combine.ts,extensions/mod_management/eventHandlers.ts,Directed
extensions/mod_management/util/combine.ts,util/fs.ts,Directed
extensions/mod_management/util/dependencies.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/util/dependencies.ts,types/IState.ts,Directed
extensions/mod_management/util/dependencies.ts,util/ConcurrencyLimiter.ts,Directed
extensions/mod_management/util/dependencyToModInfo.ts,extensions/mod_management/types/IDependency.ts,Directed
extensions/mod_management/util/deploy.ts,types/IGame.ts,Directed
extensions/mod_management/util/deploy.ts,util/storeHelper.ts,Directed
extensions/mod_management/util/deploy.ts,actions/session.ts,Directed
extensions/mod_management/util/deploymentMethods.ts,types/IState.ts,Directed
extensions/mod_management/util/extendAPI.ts,util/log.ts,Directed
extensions/mod_management/util/externalChanges.ts,util/storeHelper.ts,Directed
extensions/mod_management/util/externalChanges.ts,util/CustomErrors.ts,Directed
extensions/mod_management/util/externalChanges.ts,extensions/mod_management/modMerging.ts,Directed
extensions/mod_management/util/getInstallPath.ts,util/makeCaseInsensitive.ts,Directed
extensions/mod_management/util/getInstallPath.ts,util/getVortexPath.ts,Directed
extensions/mod_management/util/modGrouping.ts,util/log.ts,Directed
extensions/mod_management/util/modGrouping.ts,util/util.ts,Directed
extensions/mod_management/util/modName.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/util/modUpdateState.ts,util/storeHelper.ts,Directed
extensions/mod_management/util/modUpdateState.ts,util/util.ts,Directed
extensions/mod_management/util/queryGameId.ts,types/IState.ts,Directed
extensions/mod_management/util/refreshMods.ts,util/fs.ts,Directed
extensions/mod_management/util/refreshMods.ts,types/IState.ts,Directed
extensions/mod_management/util/removeMods.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/util/resolvePath.ts,util/storeHelper.ts,Directed
extensions/mod_management/util/resolvePath.ts,util/getVortexPath.ts,Directed
extensions/mod_management/util/sort.ts,extensions/download_management/selectors.ts,Directed
extensions/mod_management/util/sort.ts,util/log.ts,Directed
extensions/mod_management/util/sort.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/util/sort.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/util/testModReference.ts,util/util.ts,Directed
extensions/mod_management/util/testModReference.ts,extensions/download_management/types/IDownload.ts,Directed
extensions/mod_management/util/manifest_formats/format_1.ts,extensions/mod_management/types/IDeploymentManifest.ts,Directed
extensions/mod_management/types/IDependency.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/types/IDeploymentMethod.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/types/IInstallContext.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/types/IInstallResult.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/types/IModInstaller.ts,extensions/mod_management/types/InstallFunc.ts,Directed
extensions/mod_management/types/IModProps.ts,extensions/profile_management/types/IProfile.ts,Directed
extensions/mod_management/types/IModProps.ts,extensions/download_management/types/IDownload.ts,Directed
extensions/mod_management/types/ISchedulePhaseDeploymentForMod.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/types/InstallFunc.ts,extensions/mod_management/types/IInstallResult.ts,Directed
extensions/mod_management/types/InstallFunc.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/reducers/deployment.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/reducers/mods.ts,types/IExtensionContext.ts,Directed
extensions/mod_management/reducers/mods.ts,util/log.ts,Directed
extensions/mod_management/reducers/mods.ts,util/storeHelper.ts,Directed
extensions/mod_management/reducers/mods.ts,extensions/mod_management/actions/mods.ts,Directed
extensions/mod_management/reducers/session.ts,util/storeHelper.ts,Directed
extensions/mod_management/reducers/session.ts,extensions/mod_management/actions/session.ts,Directed
extensions/mod_management/reducers/settings.ts,extensions/mod_management/actions/settings.ts,Directed
extensions/mod_management/actions/deployment.ts,actions/safeCreateAction.ts,Directed
extensions/mod_management/actions/mods.ts,extensions/mod_management/types/IMod.ts,Directed
extensions/mod_management/actions/mods.ts,actions/safeCreateAction.ts,Directed
extensions/mod_management/actions/session.ts,extensions/mod_management/types/IFileEntry.ts,Directed
extensions/mod_management/actions/session.ts,util/CustomErrors.ts,Directed
extensions/mod_management/actions/session.ts,actions/safeCreateAction.ts,Directed
extensions/mod_management/actions/settings.ts,types/api.ts,Directed
extensions/mod_management/actions/settings.ts,actions/safeCreateAction.ts,Directed
extensions/mod_load_order/gameSupport.ts,util/log.ts,Directed
extensions/mod_load_order/index.ts,extensions/mod_load_order/reducers/loadOrder.ts,Directed
extensions/mod_load_order/index.ts,types/IState.ts,Directed
extensions/mod_load_order/index.ts,types/IExtensionContext.ts,Directed
extensions/mod_load_order/index.ts,extensions/mod_load_order/views/LoadOrderPage.tsx,Directed
extensions/mod_load_order/views/DefaultItemRenderer.tsx,util/selectors.ts,Directed
extensions/mod_load_order/views/DefaultItemRenderer.tsx,util/storeHelper.ts,Directed
extensions/mod_load_order/views/DefaultItemRenderer.tsx,renderer/controls/ComponentEx.ts,Directed
extensions/mod_load_order/views/DraggableList.tsx,renderer/controls/api.ts,Directed
extensions/mod_load_order/views/DraggableList.tsx,util/api.ts,Directed
extensions/mod_load_order/views/LoadOrderCollections.tsx,types/api.ts,Directed
extensions/mod_load_order/views/LoadOrderCollections.tsx,extensions/mod_load_order/types/types.ts,Directed
extensions/mod_load_order/views/LoadOrderCollections.tsx,extensions/mod_load_order/util.ts,Directed
extensions/mod_load_order/views/LoadOrderPage.tsx,actions/index.ts,Directed
extensions/mod_load_order/views/LoadOrderPage.tsx,extensions/mod_load_order/views/DraggableList.tsx,Directed
extensions/mod_load_order/views/LoadOrderPage.tsx,util/api.ts,Directed
extensions/mod_load_order/reducers/loadOrder.ts,types/IExtensionContext.ts,Directed
extensions/mod_load_order/reducers/settings.ts,types/IExtensionContext.ts,Directed
extensions/mod_load_order/collections/loadOrder.ts,util/api.ts,Directed
extensions/mod_load_order/collections/loadOrder.ts,types/api.ts,Directed
extensions/mod_load_order/actions/settings.ts,actions/safeCreateAction.ts,Directed
extensions/instructions_overlay/InstructionsOverlay.tsx,types/IState.ts,Directed
extensions/instructions_overlay/actions.ts,actions/safeCreateAction.ts,Directed
extensions/instructions_overlay/index.ts,extensions/instructions_overlay/actions.ts,Directed
extensions/instructions_overlay/index.ts,types/IExtensionContext.ts,Directed
extensions/installer_nested_fomod/index.ts,util/log.ts,Directed
extensions/installer_fomod_shared/index.ts,extensions/installer_fomod_shared/types/interface.ts,Directed
extensions/installer_fomod_shared/index.ts,extensions/installer_fomod_shared/utils/gameSupport.ts,Directed
extensions/installer_fomod_shared/index.ts,extensions/installer_fomod_shared/views/InstallerDialog.tsx,Directed
extensions/installer_fomod_shared/views/InstallerDialog.tsx,renderer/controls/Spinner.tsx,Directed
extensions/installer_fomod_shared/views/InstallerDialog.tsx,renderer/controls/FlexLayout.tsx,Directed
extensions/installer_fomod_shared/views/InstallerDialog.tsx,util/storeHelper.ts,Directed
extensions/installer_fomod_shared/views/InstallerDialog.tsx,extensions/installer_fomod_shared/utils/guards.ts,Directed
extensions/installer_fomod_shared/views/InstallerDialog.tsx,renderer/controls/ZoomableImage.tsx,Directed
extensions/installer_fomod_shared/utils/DialogQueue.ts,util/log.ts,Directed
extensions/installer_fomod_shared/utils/gameSupport.ts,util/util.ts,Directed
extensions/installer_fomod_shared/utils/gameSupport.ts,types/IState.ts,Directed
extensions/installer_fomod_shared/utils/gameSupport.ts,extensions/gamemode_management/selectors.ts,Directed
extensions/installer_fomod_shared/utils/guards.ts,types/api.ts,Directed
extensions/installer_fomod_shared/utils/guards.ts,extensions/installer_fomod_shared/types/interface.ts,Directed
extensions/installer_fomod_shared/utils/helpers.ts,types/IExtensionContext.ts,Directed
extensions/installer_fomod_shared/utils/helpers.ts,extensions/installer_fomod_shared/types/interface.ts,Directed
extensions/installer_fomod_shared/reducers/installerUI.ts,extensions/installer_fomod_shared/types/interface.ts,Directed
extensions/installer_fomod_shared/delegates/SharedDelegates.ts,util/application.ts,Directed
extensions/installer_fomod_native/index.ts,extensions/installer_fomod_native/tester.ts,Directed
extensions/installer_fomod_native/index.ts,extensions/mod_management/types/TestSupported.ts,Directed
extensions/installer_fomod_native/index.ts,extensions/installer_fomod_native/installer.ts,Directed
extensions/installer_fomod_native/installer.ts,extensions/installer_fomod_shared/types/interface.ts,Directed
extensions/installer_fomod_native/installer.ts,extensions/mod_management/types/InstallFunc.ts,Directed
extensions/installer_fomod_native/installer.ts,extensions/installer_fomod_shared/utils/helpers.ts,Directed
extensions/installer_fomod_native/installer.ts,extensions/installer_fomod_native/utils/VortexModInstaller.ts,Directed
extensions/installer_fomod_native/utils/DialogManager.ts,types/IExtensionContext.ts,Directed
extensions/installer_fomod_native/utils/DialogManager.ts,shared/errors.ts,Directed
extensions/installer_fomod_native/utils/DialogManager.ts,extensions/installer_fomod_shared/utils/DialogQueue.ts,Directed
extensions/installer_fomod_native/utils/DialogManager.ts,util/message.ts,Directed
extensions/installer_fomod_native/utils/VortexModInstallerFileSystem.ts,util/lazyRequire.ts,Directed
extensions/installer_fomod_native/utils/VortexModInstallerLogger.ts,util/lazyRequire.ts,Directed
extensions/installer_fomod_native/utils/VortexModInstallerLogger.ts,util/log.ts,Directed
extensions/installer_fomod_native/utils/VortexModTester.ts,util/lazyRequire.ts,Directed
extensions/installer_fomod_ipc/index.ts,extensions/mod_management/types/InstallFunc.ts,Directed
extensions/installer_fomod_ipc/index.ts,extensions/installer_fomod_ipc/tester.ts,Directed
extensions/installer_fomod_ipc/installer.ts,extensions/installer_fomod_ipc/delegates/CSharpDelegates.ts,Directed
extensions/installer_fomod_ipc/installer.ts,extensions/installer_fomod_ipc/utils/VortexIPCConnection.ts,Directed
extensions/installer_fomod_ipc/installer.ts,extensions/installer_fomod_shared/delegates/SharedDelegates.ts,Directed
extensions/installer_fomod_ipc/installer.ts,util/log.ts,Directed
extensions/installer_fomod_ipc/installer.ts,extensions/installer_fomod_ipc/utils/connectionStrategy.ts,Directed
extensions/installer_fomod_ipc/tester.ts,extensions/mod_management/types/TestSupported.ts,Directed
extensions/installer_fomod_ipc/tester.ts,util/log.ts,Directed
extensions/installer_fomod_ipc/views/Sandbox.tsx,renderer/controls/Toggle.tsx,Directed
extensions/installer_fomod_ipc/views/Sandbox.tsx,extensions/installer_fomod_ipc/actions/sandbox.ts,Directed
extensions/installer_fomod_ipc/views/Sandbox.tsx,renderer/views/MainWindow.tsx,Directed
extensions/installer_fomod_ipc/utils/VortexIPCConnection.ts,extensions/mod_management/types/TestSupported.ts,Directed
extensions/installer_fomod_ipc/utils/VortexIPCConnection.ts,util/log.ts,Directed
extensions/installer_fomod_ipc/utils/VortexIPCConnection.ts,util/getVortexPath.ts,Directed
extensions/installer_fomod_ipc/utils/VortexIPCConnection.ts,util/fs.ts,Directed
extensions/installer_fomod_ipc/utils/VortexIPCConnection.ts,extensions/mod_management/types/IInstallResult.ts,Directed
extensions/installer_fomod_ipc/delegates/CSharpDelegates.ts,extensions/installer_fomod_shared/utils/gameSupport.ts,Directed
extensions/installer_fomod_ipc/delegates/CSharpDelegates.ts,extensions/gamemode_management/util/getGame.ts,Directed
extensions/installer_fomod_ipc/delegates/CSharpDelegates.ts,util/util.ts,Directed
extensions/installer_fomod_ipc/delegates/CSharpDelegates.ts,util/fs.ts,Directed
extensions/installer_fomod_ipc/delegates/CSharpDelegates.ts,types/IExtensionContext.ts,Directed
extensions/installer_dotnet/index.ts,extensions/installer_dotnet/constants.ts,Directed
extensions/ini_prep/TweakList.tsx,renderer/controls/Spinner.tsx,Directed
extensions/ini_prep/TweakList.tsx,util/util.ts,Directed
extensions/ini_prep/TweakList.tsx,extensions/mod_management/selectors.ts,Directed
extensions/ini_prep/TweakList.tsx,util/storeHelper.ts,Directed
extensions/ini_prep/TweakList.tsx,util/fs.ts,Directed
extensions/ini_prep/gameSupport.ts,util/getVortexPath.ts,Directed
extensions/ini_prep/index.ts,util/fs.ts,Directed
extensions/ini_prep/index.ts,util/deepMerge.ts,Directed
extensions/ini_prep/index.ts,types/IState.ts,Directed
extensions/ini_prep/index.ts,util/util.ts,Directed
extensions/ini_prep/index.ts,util/log.ts,Directed
extensions/ini_prep/index.ts,util/getVortexPath.ts,Directed
extensions/ini_prep/index.ts,util/storeHelper.ts,Directed
extensions/ini_prep/index.ts,extensions/gamemode_management/types/IDiscoveryResult.ts,Directed
extensions/history_management/HistoryDialog.tsx,util/i18n.ts,Directed
extensions/history_management/HistoryDialog.tsx,renderer/controls/Usage.tsx,Directed
extensions/history_management/index.ts,util/CustomErrors.ts,Directed
extensions/history_management/index.ts,extensions/history_management/reducers.ts,Directed
extensions/history_management/index.ts,extensions/history_management/HistoryDialog.tsx,Directed
extensions/history_management/reducers.ts,types/IExtensionContext.ts,Directed
extensions/hardlink_activator/index.ts,types/IGame.ts,Directed
extensions/hardlink_activator/index.ts,util/log.ts,Directed
extensions/hardlink_activator/index.ts,actions/session.ts,Directed
extensions/hardlink_activator/index.ts,extensions/mod_management/LinkingDeployment.ts,Directed
extensions/gameversion_management/GameVersionManager.ts,util/util.ts,Directed
extensions/gameversion_management/GameVersionManager.ts,extensions/gamemode_management/types/IDiscoveryResult.ts,Directed
extensions/gameversion_management/index.ts,types/IExtensionContext.ts,Directed
extensions/gameversion_management/index.ts,extensions/gameversion_management/util/validation.ts,Directed
extensions/gameversion_management/util/getGameVersion.ts,util/lazyRequire.ts,Directed
extensions/gameversion_management/types/IGameVersionProvider.ts,types/IGame.ts,Directed
extensions/gamemode_management/GameModeManager.ts,types/IDiscoveredTool.ts,Directed
extensions/gamemode_management/GameModeManager.ts,util/Steam.ts,Directed
extensions/gamemode_management/GameModeManager.ts,util/api.ts,Directed
extensions/gamemode_management/GameModeManager.ts,types/IGame.ts,Directed
extensions/gamemode_management/GameModeManager.ts,types/IExtensionContext.ts,Directed
extensions/gamemode_management/index.ts,types/IGame.ts,Directed
